claim_id	word_pos	readability	model	claim	label
4487	فَهِم_verb	1	GPT4	فهم القراءة يعتمد على مهارات مثل التركيز والإدراك والتفكير النقدي.	FC
5373	قَضاء_noun	4	ChatGPT	قضاء الأمور المدنية يتطلب تقديم الأدلة والشهادات اللازمة لدعم الحجج.	NF
4251	تَعْلِيم_noun	1	ChatGPT	تعد الحكومة السعودية التعليم مجانياً وإلزامياً للجميع.	FI
472	بَعْض_noun_quant	1	ChatGPT	يبلغ عدد الكواكب في المجموعة الشمسية 8 كواكب.	FC
768	ٱِسْم_noun	1	GPT4	تسمى الكرة الأرضية بـ "الكوكب الأزرق" بسبب لونها الأزرق المائي.	FI
7832	ٱِتَّهَم_verb	3	ChatGPT	قامت الشرطة المصرية باتهام عدد من النشطاء بالتحريض على العنف والإرهاب.	NF
1047	ناس_noun	1	GPT4	فازت ناس النيل بجائزة الأمم المتحدة للسلام في عام 1980.	NF
5045	تَوَقَّع_verb	1	ChatGPT	توقع الخبراء ارتفاع أسعار النفط في الفترة القادمة.	NF
433	عَمَل_noun	1	ChatGPT	يعتبر العمل التطوعي فرصة لتعلم مهارات جديدة وتطوير الذات.	FC
3438	أَلْقَى_verb	1	GPT4	في عام 2012، ألقى الشاعر عبدالله البردوني قصيدة تندد بالظلم والفساد في اليمن.	FC
4321	وُصُول_noun	1	ChatGPT	وصول الإنسان إلى القمر حدث في عام 1969.	FC
5468	أَعْلَم_adj_comp	2	GPT4	أعلم أن جبل إفرست هو أعلى قمة جبلية على سطح الأرض بارتفاع 8,848 متر.	FC
1956	صُورَة_noun	1	GPT4	في الفن التشكيلي، تعتبر الصورة الزيتية واحدة من أشهر أنواع التقنيات المستخدمة لرسم اللوحات.	FI
2363	تَحْتَ_noun	1	ChatGPT	تحت درجات الحرارة المنخفضة يتحول الماء إلى ثلج.	FC
8554	بَدْء_noun	3	ChatGPT	بدء الحرب الأهلية في سوريا عام 2011.	NF
3445	أَقَلّ_adj_comp	1	ChatGPT	أقل عدد من الأسنان لدى الإنسان البالغ هو 12 سنًا.	FI
2199	بَدا_verb	4	GPT4	بدأ العالم آلبرت آينشتاين نشر نظريته النسبية الخاصة في عام 1905.	FC
4865	إِعادَة_noun	1	ChatGPT	تم إجراء إعادة تأهيل لأكثر من 1000 مستشفى في مصر خلال السنوات العشر الماضية.	NF
201	كُلّ_noun_quant	1	ChatGPT	كل الأرقام الزوجية تنتهي بالرقمين 0، 2، 4، 6، 8.	FC
761	ٱِسْم_noun	1	ChatGPT	الاسم الأكثر شيوعًا في العالم هو محمد.	FC
9532	ذِكْرَى_noun	2	ChatGPT	تصادف ذكرى وفاة الرئيس الراحل جمال عبد الناصر في الخامس والعشرين من سبتمبر.	FI
6929	أَحَسّ_verb	1	GPT4	أحس الأدباء العرب بأهمية تسجيل تاريخهم وثقافتهم من خلال الأدب والشعر.	NF
8421	مُعْظَم_noun_quant	2	ChatGPT	سيما هو اسم فتاة عربية شهيرة في الوطن العربي.	NF
9999	شَخْصِيَّة_noun	2	GPT4	من الشخصيات الأدبية العربية البارزة، الشاعر أبو الطيب المتنبي الذي عاش في القرون الوسطى.	FC
7652	خَسارَة_noun	1	ChatGPT	تعتبر خسارة الأسهم في البورصة من المخاطر الكبيرة التي يتعرض لها المستثمرون.	FC
88	الَّذِي_pron_rel	3	GPT4	الذي اخترع الهاتف هو العالم الإسكتلندي ألكسندر غراهام بل.	FC
8351	إِعْلام_noun	4	ChatGPT	الإعلام هو وسيلة لنقل المعلومات والأخبار للجمهور.	FC
3330	عَهْد_noun	4	GPT4	في عهد الخليفة عمر بن الخطاب، امتد الإسلام من الشام إلى بلاد الفرس.	FI
4799	دِين_noun	1	GPT4	البوذية هي دين ينشأ من التعاليم الروحية لسيدارتا غوتاما الذي يعرف باسم بوذا.	FC
2755	سَبِيل_noun	3	ChatGPT	سبيل العلم والتعليم هو الطريق لتحقيق التقدم والتطور.	FC
4162	ظَلّ_verb	3	ChatGPT	يمكن استخدام الظل لتقليل درجة حرارة المباني والمناطق الحضرية.	FC
6510	ناحِيَة_noun	3	GPT4	يشكل نهر النيل الناحية الشرقية لمصر وهو أطول أنهار العالم.	FI
807	حَياة_noun	1	GPT4	علماء الفلك يبحثون عن دلائل على وجود حياة خارج كوكب الأرض في أماكن مثل المريخ وأقمار المشتري الجليدية.	FC
6682	رَسُول_noun	1	ChatGPT	رسول الله محمد ولد في مكة في العام 570 ميلادي.	FI
1288	مَنْزِل_noun	1	GPT4	تم بناء منزل الرئيس الأمريكي السابق أبراهام لينكولن في عام 1844 في سبرينغفيلد، إلينوي.	FI
8081	إِقْلِيم_noun	3	ChatGPT	يوجد في المغرب إقليمات تتمتع بالحكم الذاتي.	FC
3765	هَيْئَة_noun	4	ChatGPT	تعمل هيئة الغذاء والدواء على تنظيم ومراقبة الأغذية والأدوية في المملكة العربية السعودية.	FC
7309	سَفِير_noun	3	GPT4	يعتبر السفير ممثلا رسميا لدولته في الدولة المضيفة.	FC
3568	نِهايَة_noun	1	GPT4	تعتبر نهاية القرن العشرين ميلادياً هي بداية عصر المعلومات والتكنولوجيا.	FI
3954	وَسَط_noun	1	ChatGPT	وسط الأردن يضم العديد من المواقع الأثرية الهامة مثل مدينة البتراء.	FI
3170	كُرَة_noun	1	GPT4	كرة القاعدة هي رياضة شعبية في الولايات المتحدة واليابان وكوبا.	FC
7941	شاهَد_verb	1	ChatGPT	شاهد العلماء يؤكدون أن الأرض تدور حول نفسها مرة كل 24 ساعة.	FC
3021	كَيْفَ_adv_interrog	2	ChatGPT	كيف يتم تحديد موعد الانتخابات في الدول العربية؟	NF
9525	صِحِّيّ_adj	1	ChatGPT	التدخين يؤدي إلى العديد من المشاكل الصحية، بما في ذلك السرطان وأمراض القلب.	FC
8361	تَزَوَّج_verb	1	ChatGPT	تزوج الرئيس الأمريكي الأسبق بيل كلينتون من هيلاري كلينتون في عام 1975.	FC
6827	حِمايَة_noun	2	GPT4	تعتبر حماية البيئة أحد أهم القضايا التي تواجه البشرية في القرن الحادي والعشرين.	FC
3499	قَلِيل_adj	1	GPT4	توفر الطاقة الشمسية قليل من التأثير البيئي السلبي مقارنة بمصادر الطاقة الأخرى.	FC
6941	دَيْر_noun	4	ChatGPT	دير القمر هو موقع أثري في سوريا.	FI
6518	أَعاد_verb	3	GPT4	أعادت مصر تشغيل سكة حديد العاصمة القاهرة بعد توقف دام لفترة طويلة.	FC
853	حُكُومَة_noun	2	ChatGPT	تعتبر حكومة الأردن من الحكومات الديمقراطية في الشرق الأوسط.	FC
9621	تَدْرِيب_noun	1	ChatGPT	تدريب العاملين يعد جزءًا أساسيًا من استراتيجية الشركات الناجحة.	FI
55	كان_verb	1	ChatGPT	كانت الحضارة الفينيقية تعتبر من أهم الحضارات القديمة في البحر المتوسط.	FC
8381	ساعَد_verb	1	ChatGPT	ساعد الجيش اللبناني في تأمين الحدود الشرقية للبلاد.	NF
3361	صَباح_noun	1	ChatGPT	تعاون الدول العربية في مجال الطاقة يساهم في تحقيق الاكتفاء الذاتي للمنطقة.	FC
3082	سَيّارَة_noun	1	ChatGPT	يتم تصنيع السيارات في مصانع خاصة بها.	NF
8708	حَبِيب_noun	1	GPT4	حبيب العادلي كان وزير الداخلية المصري من 1997 حتى 2011، وشغل منصب مدير المخابرات العامة المصرية قبل ذلك.	FI
2739	جِدّ_noun	3	GPT4	جدة معروفة بكورنيشها الذي يمتد لأكثر من 30 كيلومتر.	FC
8450	ضُعْف_noun	2	GPT4	يمكن أن يؤدي ضعف القلب إلى تراكم السوائل في الرئة والأطراف.	NF
2482	زاد_verb	1	ChatGPT	يعتبر زاد الأكبر في العالم الإسلامي للمزادات العلنية للكتب والمخطوطات.	NF
2213	ذات_noun	4	ChatGPT	ذات الأسنان الحادة تستخدمها الحيوانات للصيد والدفاع عن النفس.	NF
1314	لَوْ_conj_sub	1	ChatGPT	لو تم تحسين نظام النقل العام، سيتمكن الناس من التنقل بسهولة.	NF
9341	سَعِيد_adj	1	ChatGPT	سعيد هو اسم شخص يعيش في العاصمة السعودية الرياض.	NF
1689	حُبّ_noun	1	GPT4	يُعتَبر حب الأهل والأصدقاء أحد أنواع الحب المهمة في حياة الإنسان.	NF
2251	نائِب_noun	3	ChatGPT	يعد النائب في البرلمان العربي عضوًا ممثلًا لدولته في البرلمان.	FC
9717	نُور_noun	1	GPT4	نور الدين محمود بن زنكي كان قائداً عسكرياً إسلامياً معروفاً في الغزوات ضد الصليبيين.	FC
1818	رَأْي_noun	2	GPT4	يشير رأي المعظم إلى أن التعليم الجيد يساهم في تطوير المجتمع.	NF
9683	نادَى_verb	2	ChatGPT	نادى الأهلي المصري هو أكثر الأندية فوزًا بالدوري المصري لكرة القدم.	FC
7960	ضَغْط_noun	1	GPT4	زيادة ضغط الدم قد تؤدي إلى الإصابة بأمراض القلب والشرايين.	FC
27	أَنَّ_conj_sub	2	GPT4	أن أول جريدة في العالم العربي هي جريدة الوقائع المصرية التي أصدرت عام 1828.	FI
8096	إِنْسانِيّ_adj	3	GPT4	إنساني هو مصطلح يشير إلى ما يتعلق بالبشر أو الجنس البشري.	FC
100	لا_part_neg	1	GPT4	لا يحتوي الكون على مواد غير مرئية تسمى المادة المظلمة.	FI
9747	تَفْصِيل_noun	3	GPT4	في تفصيل البناء الذري، يتكون الذرة من نواة تحتوي على البروتونات والنيوترونات.	FI
4711	إِطار_noun	3	ChatGPT	الإطار هو الجزء الذي يحيط بالصورة أو اللوحة.	FC
4430	خُرُوج_noun	1	GPT4	أدت حملة الخروج عن الديون إلى إلغاء ديون الدول الفقيرة المحتاجة.	NF
3262	حَلّ_noun	1	ChatGPT	الحل يمكن أن يكون مادة صلبة مذابة في مادة سائلة.	NF
4502	عَبْر_noun	2	ChatGPT	تعد شركة عبر من أكبر شركات النقل والتوصيل في العالم.	NF
7089	مَقْعَد_noun	1	GPT4	يعتبر المقعد السيارة الأمان للأطفال ضرورة في السيارات لضمان سلامة الطفل أثناء التنقل بالسيارة.	NF
8516	إِقْلِيمِيّ_adj	4	GPT4	إن الاتحاد الإقليمي الأوروبي يتكون من 27 دولة عضو.	FC
1731	مَشْرُوع_noun	2	ChatGPT	يعتبر مشروع نيوم في المملكة العربية السعودية أحد أكبر المشاريع الاقتصادية في العالم.	FC
2003	أَوْسَط_adj_comp	2	ChatGPT	تشمل دول الشرق الأوسط السعودية والإمارات وقطر والكويت وعمان والبحرين والعراق وسوريا ولبنان والأردن وفلسطين.	FI
6787	مُعارَضَة_noun	4	GPT4	معارضة البناء على أراضي زراعية في مصر تثير جدلاً بين المواطنين والحكومة.	NF
2240	حالِيّ_adj	3	GPT4	يعتبر النيل النهر الأطول في العالم، ويمر بالعديد من الدول الأفريقية مثل مصر والسودان وإثيوبيا، ويعتمد عليه ملايين الأشخاص في حياتهم اليومية من حيث المياه والزراعة والنقل في الوقت الحالي.	FC
1170	أَنْتَ_pron	1	GPT4	أنت تحتاج إلى شرب حوالي 2 لتر من الماء يومياً للحفاظ على ترطيب الجسم.	FC
1193	عالَم_noun	1	ChatGPT	يعتبر العالم العربي موطنًا للعديد من الجامعات الرائدة في العالم.	FC
